COCET 1551-1600 日本語->英語	
帯	band
愉快な	funny
丁寧な	polite
異常な	unusual
警戒している	alert
市民の	civil
固有の	native
能力がある	capable
膨大な	enormous
適切な	appropriate
即座の	immediate
定期往復便	shuttle
宇宙飛行士	astronaut
天文学	astronomy
心理学	psychology
文献	literature
信条	philosophy
犠牲者	victim
査定	assessment
視界	sight
境界	boundary
影	shadow
収入	income
文字	character
奪う	rob
見分ける	distinguish
注射する	inject
判断する	judge
潤滑させる	lubricate
参照する	refer
引用する	cite
分離する	isolate
捨てる	abandon
雇う	employ
興奮させる	excite
ふるまう	behave
却下する	reject
減衰する	decay
意味する	imply
卒業する	graduate
学部生	undergraduate
賃金	wage
見逃し	prospect
減衰	chairman
雨林	rainforest
電子レンジ	microwave
編成	formation
態度	attitude
