英語ⅢA補足資料：まぎらわしい単語集 日本語→英語	
経済	economy
経済的な	economical
経済学	economics
経済の	economic
経済学者	economist
分別	sense
感知装置	sensor
敏感な	sensitive
感覚に関わる	sensory
衝撃的な	sensational
分別がある	sensible
生きて	alive
元気な	lively
ライブの	live
親切な行為	favor
お気に入りの	favorite
好意的な	favorable
価値	value
金銭的価値が高い	valuable
高価な	expense
費用がそれほどかからない	inexpensive
後悔	regret
遺憾な	regrettable
後悔している	regretful
尊敬する	respect
立派な	respectable
敬意を示す	respectful
それぞれの	respective
忘れる	forget
忘れても良い	forgettable
忘れっぽい	forgetful
社会	society
社会の	social
社交的な	sociable
読み書きのできる	literate
文字通りの	literal
文学の	literary
しっかり考える	consider
思いやりのある	considerate
かなりの	considerable
成功	success
成功する	succeed
成功した	successful
引き継ぐ	successive
を想像する	imagine
想像性に富んだ	imaginative
産業の	industrial
勤勉な	industrious
産業	industry
歴史的な	historical
歴史上重要な	historic
歴史	history
学級	class
第一級の	classic
古典派の	classical
を受け入れる	accept
影響	effect
激しく衝突する	crash
対立する	clash
押しつぶす	crush
不注意な	careless
注意深い	careful
心配事のない	carefree
包括的な	comprehensive
理解しやすい	comprehensible
横になる 嘘をつく	lie
を横に寝かす	lay
上がる	rise
を上げる	raise
忠告	advice
人に忠告する	advise
たった一人で	alone
一人ぼっちの	lonely

